province;red;green;blue;x;x
1692;85;177;46;Leoben;x 		# New Province western Steymark
1693;127;180;174;Graz;x 		# New Province south-east Steyrmark
1694;169;183;47;Pitten;x 		# New Province south-Osterreich
1695;1;186;175;Udine;x 			# New Province north-west Aquileia
1696;43;189;48;Friesach;x 		# New Province out of Karnten
1697;85;192;176;Krems;x 		# Old Znojmo
1698;127;195;49;Freistadt;x 	# Old Passau
1699;169;198;177;Medelike;x 	# New Province out of western Osterreich
1700;1;201;50;Regensburg;x 		# Northern part of Upper Bavaria
1701;43;204;178;Vista;x
1702;85;207;51;Finnveden;x
1703;127;210;179;Njudung;x
1704;169;0;52;Sevede;x 
1705;1;3;180;Kinda;x
1706;43;6;53;Skara;x
1707;85;9;181;Chieti;x 			# South-eastern Aprutium
1708;127;12;54;Perugia;x 		# North Spoleto
1709;169;15;182;Como;x 			# North Lombardy
1710;1;18;55;Ivrea;x 			# North Monferrat
1711;43;21;183;Rimini;x 		# North Ancona
1712;85;24;56;Catanzaro;x 		# North Reggio - South Cosenza
1713;127;27;184;Arezzo;x 		# Arezzo
1714;169;30;57;Noli;x 			# Western Genoa
1715;1;33;185;Vetluga;x			# Volga Bulgaria
1716;43;36;58;Kremenchuk;x		# Volga Bulgaria
1717;85;39;186;Alabuga;x		# Volga Bulgaria
1718;127;42;59;Khlynov;x		# Volga Bulgaria
1719;169;45;187;Udmurts;x		# Volga Bulgaria
1720;1;48;60;Kudymkar;x			# Volga Bulgaria
1721;43;51;188;Ajadabiya;x
1722;85;54;61;Tadjrift;x
1723;127;57;189;Nafusa;x
1724;169;60;62;Nalut;x
1725;1;63;190;Suf;x
1726;43;66;63;Gafsa;x
1727;85;69;191;Arigh;x
1728;127;72;64;Tebessa;x
1729;169;75;192;Tuggurt;x
1730;1;78;65;Murzuk;x
1731;43;81;193;Zawila;x
1732;85;84;66;Djado;x
1733;127;87;194;Muluja;x
1734;169;90;67;Ashir;x
1735;1;93;195;Bilma;x
1736;43;96;68;Manan;x
1737;85;99;196;Fachi;x
1738;127;102;69;Air;x
1739;169;105;197;Djimi;x
1740;1;108;70;Masseniya;x
1741;43;111;198;Makari;x
1742;85;114;71;Kagha;x
1743;127;117;199;Bornu;x
1744;169;120;72;Munio;x
1745;1;123;200;Bauchi;x
1746;43;126;73;Kano;x
1747;85;129;201;Daura;x
1748;127;132;74;Gobir;x
1749;169;135;202;Tahoua;x
1750;1;138;75;Zamfara;x
1751;43;141;203;Katsina;x
1752;85;144;76;Kebbi;x
1753;127;147;204;Dyamare;x
1754;169;150;77;Songhay;x
1755;1;153;205;Dendi;x
1756;43;156;78;Markoye;x
1757;85;159;206;Yako;x
1758;127;162;79;Gaoua;x
1759;169;165;207;Wagadougou;x#
1760;1;168;80;Niantanso;x
1761;43;171;208;Balea;x
1762;85;174;81;Tagant;x
1763;127;177;209;Bamako;x
1764;169;180;82;Sandare;x
1765;1;183;210;Karantaba;x
1766;43;186;83;;x # Central Africa
1767;85;189;211;;x # Eastern Sahara
1768;127;192;84;Mema;x
1769;169;195;212;Fitri;x
1770;1;198;85;Wadai;x
1771;43;201;213;Ennedi;x
1772;85;204;86;Darfur;x
1773;127;207;214;Taza;x
1774;169;210;87;Meknes;x
1775;1;0;215;Tudgha;x
1776;43;3;88;Warzazat;x
1777;85;6;216;Tadla;x
1778;127;9;89;Tinmallal;x
1779;169;12;217;Draa;x
1780;1;15;90;Ziz;x
1781;43;18;218;al-Qusair;x
1782;85;21;91;Kharga;x
1783;127;24;219;Algerian Coast;x
1784;169;27;92;Cantabrian Sea;x
1785;1;30;220;Coast of Aquitaine;x
1786;43;33;93;Sariqamish;x
1787;85;36;221;Buzachi;x 	# Northern Part of Mangyshlak
1788;127;39;94;Kara Bogaz;x 	# Western Part of Usturt
1789;169;42;222;Kyzyl-Su;x 		# Northern Part of Dihistan
1790;1;45;95;;x 		# Kara-kum desert
1791;43;48;223;Gurganj;x
1792;85;51;96;Kusbulak;x
1793;127;54;224;Emba;x
1794;169;57;97;Yangikent;x
1795;1;60;225;Talas;x
1796;43;63;98;Barskhan;x
1797;85;66;226;Almaty;x
1798;127;69;99;Almaliq;x
1799;169;72;227;Qayaliq;x
1800;1;75;0;Blue Sea;x
1801;43;78;128;Coast of Itil;x
1802;85;81;1;Agragan Riviera;x
1803;127;84;129;Shirvan Coast;x
1804;169;87;2;Balkan Gulf;x
1805;1;90;130;Balanjar;x
1806;43;93;3;Egrisi;x
1807;85;96;131;Klarjeti;x
1808;127;99;4;Mtskheta;x
1809;169;102;132;Durdzukia;x
1810;1;105;5;Terek;x
1811;43;108;133;Kalaus;x
1812;85;111;6;Saqsin;x
1813;127;114;134;Ryn;x
1814;169;117;7;Uvek;x
1815;1;120;135;Yeruslan;x
1816;43;123;8;Belaya;x
1817;85;126;136;Syktyvkar;x
1818;127;129;9;Bolshaya;x
1819;169;132;137;Kargopol;x
1820;1;135;10;Kanin;x
1821;43;138;138;Onega Peninsula;x
1822;85;141;11;Pinega;x
1823;127;144;139;Mezen;x
1824;169;147;12;Yezhuga;x
1825;1;150;140;Vashka;x
1826;43;153;13;Velsk;x
1827;85;156;141;Lyzha;x
1828;127;159;14;Zavarot;x
1829;169;162;142;Kolguyev;x
1830;1;165;15;Soyma;x
1831;43;168;143;Koshma;x
1832;85;171;16;Tobysh;x
1833;127;174;144;Tsilma;x
1834;169;177;17;Kozhva;x
1835;1;180;145;Izhma;x
1836;43;183;18;Vel;x
1837;85;186;146;Severnaya;x
1838;127;189;19;Vychegda;x
1839;169;192;147;Yolva;x
1840;1;195;20;Sedyu;x
1841;43;198;148;Kolva;x
1842;85;201;21;Keltma;x
1843;127;204;149;Thisageta;x
1844;169;207;22;Vishera;x
1845;1;210;150;Tynea;x
1846;43;0;23;Murman Sea;x
1847;85;3;151;Arctic Sea;x
1848;127;6;24;Sakmara;x
1849;169;9;152;Irtek;x
1850;1;12;25;Or;x
1851;43;15;153;Mughalzhar;x
1852;85;18;26;Utva;x
1853;127;21;154;Magnitaya;x
1854;169;24;27;Kartaly;x
1855;1;27;155;Lake Zaysan;x
1856;43;30;28;Ubagan;x
1857;85;33;156;Miass;x
1858;127;36;29;Tavda;x
1859;169;39;157;Bolshoy;x
1860;1;42;30;Vasyugan;x
1861;43;45;158;Om;x
1862;85;48;31;Tara;x
1863;127;51;159;Vagay;x
1864;169;54;32;Osha;x
1865;1;57;160;Tui;x
1866;43;60;33;Shish;x
1867;85;63;161;Betpaqdala;x
1868;127;66;34;Sarysu;x
1869;169;69;162;Irgiz;x
1870;1;72;35;Boqtybay;x
1871;43;75;163;Katun;x
1872;85;78;36;Zaysan;x
1873;127;81;164;Ob;x
1874;169;84;37;Saur;x
1875;1;87;165;Aylik;x
1876;43;90;38;Tarbagatai;x
1877;85;93;166;Buqtirma;x
1878;127;96;39;Seletyteniz;x
1879;169;99;167;Qarazhyrya;x
1880;1;102;40;Korhogo;x
1881;43;105;168;Naupactus;x
1882;85;108;41;Seres;x
1883;127;111;169;Kastoria;x
1884;169;114;42;Traianopolis;x
1885;1;117;170;Maroneia;x
1886;43;120;43;Aulon;x
1887;85;123;171;Lyncestis;x
1888;127;126;44;Astibus;x
1889;169;129;172;Zakynthos;x
1890;1;132;45;Corfu;x
1891;43;135;173;Peloponnesian Bay;x
1892;85;138;46;Mediterranean Sea;x
1893;127;141;174;Coast of Tripolitana;x
1894;169;144;47;Tyrrhenian Sea;x
1895;1;147;175;Belukha;x
1896;43;150;48;Khuiten;x
1897;85;153;176;Monkhkhairkhan;x
1898;127;156;49;Markakol;x
1899;169;159;177;Abakan;x
1900;1;162;50;Tom;x
1901;43;165;178;Kuznetsk;x
1902;85;168;51;Eastern Sayan;x
1903;127;171;179;Khovsgol;x
1904;169;174;52;Egiin;x
1905;1;177;180;Tannu Ola;x
1906;43;180;53;Uvs;x
1907;85;183;181;Kharkhiraa;x
1908;127;186;54;Tsambagarav;x
1909;169;189;182;Khokh Serkh;x
1910;1;192;55;Sutai;x
1911;43;195;183;Khasagt Khairkhan;x
1912;85;198;56;Otgontenger;x
1913;127;201;184;Suvraga Khairkan;x
1914;169;204;57;Tarvagatai;x
1915;1;207;185;Terkhiin Tsagaan;x
1916;43;210;58;Burkhan Buudai;x
1917;85;0;186;Gurvan Saikhan;x
1918;127;3;59;Delgerkhangai;x
1919;169;6;187;Juyan;x
1920;1;9;60;Orkhon;x
1921;43;12;188;Selenge;x
1922;85;15;61;Uda;x
1923;127;18;189;Khilok;x
1924;169;21;62;Chikoi;x
1925;1;24;190;Tuul;x
1926;43;27;63;Zatec;x
1927;85;30;191;Opava;x
1928;127;33;64;Amastris;x
1929;169;36;192;Kastamon;x
1930;1;39;65;Claudiopolis;x
1931;43;42;193;Amorion;x
1932;85;45;66;Akroinon;x
1933;127;48;194;Nyssa;x
1934;169;51;67;Charsianon;x
1935;1;54;195;Sardis;x
1936;43;57;68;Tregor;x
1937;85;60;196;Poher;x
1938;127;63;69;Iarmond;x
1939;169;66;197;Iona;x
1940;1;69;70;Lindisfarne;x
1941;43;72;198;Hull;x
1942;85;75;71;Leeds;x
1943;127;78;199;Yoredale;x
1944;169;81;72;Bath;x
1945;1;84;200;Brycheiniog;x
1946;43;87;73;Gower;x
1947;85;90;201;Builth;x
1948;127;93;74;Ceredigion;x
1949;169;96;202;Angseley;x
1950;1;99;75;Wight;x
1951;43;102;203;Meath;x
1952;85;105;76;Westmeath;x
1953;127;108;204;Leix;x
1954;169;111;77;Ui Fiachrach;x
1955;1;114;205;Hy-Many;x
1956;43;117;78;Caen;x
1957;85;120;206;Retz;x
1958;127;123;79;Perche;x
1959;169;126;207;Saumur;x
1960;1;129;80;Sancerre;x
1961;43;132;208;Clermont;x
1962;85;135;81;Ponthieu;x
1963;127;138;209;Senlis;x
1964;169;141;82;Brie;x
1965;1;144;210;Dunois;x
1966;43;147;83;Aurilliac;x
1967;85;150;211;Imotski;x
1968;127;153;84;Syrmia;x
1969;169;156;212;Vukovar;x
1970;1;159;85;Soli;x
1971;43;162;213;Bilino Polje;x
1972;85;165;86;Travunia;x
1973;127;168;214;Onogost;x
1974;169;171;87;Jaen;x
1975;1;174;215;Palencia;x
1976;43;177;88;Lugo;x
1977;85;180;216;Osma;x
1978;127;183;89;Alcala;x
1979;169;186;217;Minden;x
1980;1;189;90;Verden;x
1981;43;192;218;Frankfurt;x
1982;85;195;91;Magdeburg;x
1983;127;198;219;Berg;x
1984;169;201;92;Rottenburg;x
1985;1;204;220;Eichstadt;x
1986;43;207;93;Saargau;x
1987;85;210;221;Hesse;x
1988;127;0;94;Havelberg;x
1989;169;3;222;Overijssel;x
1990;1;6;95;Lough Neagh;x
1991;43;9;223;Lough Erne;x
1992;85;12;96;Lough Mask;x
1993;127;15;224;Gezira;x
1994;169;18;97;Bayuda;x
1995;1;21;225;Nile;x     # Nile
1996;43;24;98;Nile;x     # Nile
1997;85;27;226;Nile;x     # Nile
1998;127;30;99;Nile;x     # Nile
1999;169;33;227;Nile;x     # Nile
2000;2;36;0;Nile;x     # Nile
2001;44;39;128;Faiyum;x
2002;86;42;1;Akhmim;x
2003;128;45;129;Esna;x
2004;170;48;2;Kharibta;x
2005;2;51;130;Paraetonium;x # Al-Baretoun
2006;44;54;3;Kolzum;x # Al-Khulzum
2007;86;57;131;Farafra;x
2008;128;60;4;;x 		# Tagus River
2009;170;63;132;;x 	# Tagus River
2010;2;66;5;;x 		# Guadalquivir
2011;44;69;133;;x 		# Guadalquivir
2012;86;72;6;Egitanea;x
2013;128;75;134;Almada;x
2014;170;78;7;Huelva;x
2015;3;81;135;Flevoland;x
2016;43;115;139;;x #Suez Canal
2017;86;87;136;Lastva;x
2018;128;90;9;Saint-Hubert;x
2019;56;0;161;Terschelling;x
2020;151;85;63;South Doggerland;x
2021;84;11;26;North Doggerland;x
2022;32;109;45;Storo;x
2023;56;84;61;Lileo;x
2024;154;96;134;Djerba;x
2025;124;205;11;Ain Salah;x
2026;185;177;39;Tamanrasset;x
2027;158;53;18;Achemelmel;x
2028;129;123;21;Ghat;x
2029;174;189;173;Faya-Largeau;x
2030;79;164;74;Bardai;x
2031;35;130;30;Al-jawf;x
2032;42;182;34;Jalu;x
2033;25;144;18;Al-Sahrawa;x
2034;15;170;80;Mumbai;x
2035;49;82;34;Longford;x
2036;9;49;117;Louth;x
2037;78;90;8;Wicklow;x
2038;5;57;14;Offaly;x
2039;28;169;109;Jersey and Guernsey;x
2040;62;178;12;Troitsko;x
2041;78;178;75;Zheshart;x
2042;24;213;19;Kortkerosskiy;x
2043;27;156;129;Knyazhpogostskiy;x
2044;121;202;160;Sosnogorskiy;x
2045;13;188;151;Usinskiy;x
2046;66;228;194;Inta;x
2047;42;108;129;Timanskiy;x
2048;16;138;178;Mezenskiy;x
2049;17;176;227;Bolshezemelskiy;x
2050;86;181;211;Amderminskiy;x
2051;16;92;184;Jamalski;x
2052;54;103;232;Piuralski;x
2053;76;85;219;Nadymski;x
2054;1;14;216;Tasowski;x
2055;112;78;179;Sovetskiy;x
2056;84;64;126;Beloyarskiy;x
2057;83;50;149;Kondinskiy;x
2058;71;13;188;Surgutskiy;x
2059;97;37;218;Nizhnevartovskiy;x
2060;178;141;214;Kargasokskiy;x
2061;106;65;144;Parabelskiy;x
2062;70;24;113;Bakcharskiy;x
2063;126;106;144;Verkhneketskiy;x
2064;84;74;93;Asinovskiy;x
2065;194;108;187;Ermakovskiy;x
2066;158;47;155;Balakhtinskiy;x
2067;200;52;115;Irbeyskiy;x
2068;219;115;216;Achinskiy;x
2069;162;10;74;Motyginskiy;x
2070;139;0;59;Boguchanskiy;x
2071;206;21;116;Severo;x
2072;216;49;211;Eninseyskiy;x
2073;241;102;237;Idrinskiy;x
2074;215;27;209;Igarka;x
2075;179;58;153;Turukhanskiy;x
2076;206;21;167;Dudinka;x
2077;146;77;106;Ilimpiyskiy;x
2078;117;38;71;Baykitskiy;x
2079;100;17;52;Tungussko;x
2080;184;137;12;Tayshet;x
2081;179;173;83;Chunskiy;x
2082;241;200;91;Nizhneudinskiy;x
2083;202;109;5;Ijimsk;x
2084;144;110;18;Zalarinskiy;x
2085;202;149;5;Zhigalovskiy;x
2086;216;185;102;Siyudyanskiy;x
2087;189;144;22;Kachugskiy;x
2088;218;210;96;Lenskiy;x
2089;183;174;29;Katangskiy;x
2090;176;123;72;Pribaykalskiy;x
2091;156;79;7;Bichurskiy;x
2092;138;97;59;Yeravninskiy;x
2093;194;106;23;Muyskiy;x
2094;19;213;113;Vuktyl;x
2095;202;190;5;Nzhneillimskiy;x
2096;44;111;48;Dnipro;x
2097;86;114;176;Dnieper;x
2098;128;117;49;Dnieper;x
2099;170;120;177;Dnieper;x
2100;35;156;156;Solovetsky;x
2101;103;130;24;Jan-Mayen;x
2102;119;146;82;Fuerteventura;x
2103;168;222;95;Gran-Canaria;x
2104;170;135;52;Lesosib;x   
2105;2;138;180;Motyga;x
2106;44;141;53;Kezhemsk;x
2107;86;144;181;Kirensk;x
2108;128;147;54;Bodaybo;x
2109;170;150;182;Oliohum;x
2110;2;153;55;Kalar;x
2111;44;156;183;Chernysh;x
2112;86;159;56;Ozersk;x
2113;128;162;184;Chita;x  
2114;170;165;57;;x #to Vladivistok
2115;2;168;185;;x #to Liberia
2116;44;171;58;;x #to Nigeria
2117;86;174;186;;x #to Nilotic States
2118;141;187;8;Kythera;x
2119;112;134;13;Adamantas;x
2120;83;86;15;Santorini;x
2121;85;161;158;Kea;x
2122;18;134;129;Andros;x
2123;38;74;191;Kos;x
2124;28;139;80;Samos;x
2125;20;157;194;Limnos;x
2126;205;157;129;Corinth Canal;x
2127;214;69;104;Gibraltar;x
2128;141;84;122;Ibiza;x
2129;95;147;158;Pantelleria;x
2130;86;40;166;Korcula;x
2131;66;19;148;Hvar;x
2132;42;42;117;Krk;x
2133;13;58;125;Goidheo;x
2134;62;118;185;Faodhippolhu;x
2135;63;106;158;Ari;x
2136;92;119;151;Male';x
2137;77;24;170;Oleron;x
2138;62;19;91;Belle ile;x
2139;17;44;167;Scilly;x
2140;50;128;11;Aran Islands;x
2141;147;178;35;Romo;x
2142;223;236;24;Fano;x
2143;76;141;148;Arran Island;x
2144;205;30;136;Islay;x
2145;45;129;161;Uist;x
2146;21;164;184;Outer Hebrides;x
2147;135;38;200;Suduroy;x
2148;206;206;32;Gozo;x
2149;170;57;202;Tiraspol;x
2150;2;60;75;Ribnita;x
2151;44;63;203;Nordoyar;x
2152;86;66;76;Eysturoy;x
2153;128;69;204;Vagar;x
2154;170;72;77;Sandoy;x
2155;227;216;47;North Ossetia;x
2156;216;160;32;South Ossetia;x
2157;61;179;175;Riyadh;x
2158;92;204;26;Hatiya;x
2159;197;179;26;Sandwip;x
2160;151;32;136;Upper Lake Nasser;x
2161;193;27;173;Upper Lake Nasser;x
2162;234;55;164;Middle Lake Nasser;x
2163;234;55;126;Lower Lake Nasser;x
2164;196;72;224;Lower Lake Nasser;x
2165;211;134;66;Buthidaung;x
2166;59;67;182;Paletwa;x
2167;43;155;81;Hakha;x
2168;80;101;232;Matupi;x
2169;201;108;148;Tedim;x
2170;174;62;159;Tamu;x
2171;61;177;169;Mawlaik;x
2172;123;220;242;Homalin;x
2173;117;142;65;Nawngmun;x
2174;105;120;164;The Deadlands;x
2175;229;109;102;Icelandic Glaciers;x
2176;17;255;169;Keflavik;x
2177;18;210;123;Saudakrokur;x
2178;123;95;185;Isafjordur;x
2179;170;147;217;Apatity;x
2180;2;150;90;Ostrovnoy;x
2181;44;153;218;Murmansk;x
2182;86;156;91;Inari;x
2183;128;159;219;Sodankyla;x
2184;170;162;92;Posio;x
2185;2;165;220;Kittila;x
2186;44;168;93;Gordbole;x
2187;86;171;221;Parkano;x
2188;128;174;94;Sastamala;x
2189;170;177;222;Hameenkoski;x
2190;2;180;95;Heinola;x
2191;44;183;223;Salo;x
2192;86;186;96;Meshed;x
2193;128;189;224;Qaen;x
2194;170;192;97;Kashmar;x
2195;2;195;225;Ferdous;x
2196;44;198;98;Bardaskan;x
2197;86;201;226;Bargaz;x
2198;128;204;99;Farah;x
2199;170;207;227;Zabol;x
2200;2;210;0;Shuru;x
2201;44;0;128;Gwadar;x
2202;86;3;1;Iranshahr;x
2203;128;6;129;Khash;x
2204;170;9;2;Sirkan;x
2205;2;12;130;Nayband;x
2206;44;15;3;Shendi;x
2207;86;18;131;Hamashkoraib;x
2208;128;21;4;Oleb;x
2209;170;24;132;Laasqoray;x
2210;2;27;5;Raas Xaafuun;x
2211;44;30;133;Bandar Beyla;x
2212;86;33;6;Garoowe;x
2213;128;36;134;Bokh;x
2214;170;39;7;Salahley;x
2215;2;42;135;Degehabur;x
2216;44;45;8;Fiq;x
2217;86;48;136;Bir Tawil;x
2218;210;103;14;Danube Swamps;x
2219;205;184;66;Nistrenian Swamps;x
2220;169;145;12;Caucasian Swamps;x
2221;200;134;64;Latium Swamps;x
2222;113;131;28;Provence Swamps;x
2223;101;205;34;Austrian Swamps;x
2224;69;131;28;Czech Swamps;x
2225;8;97;70;Polish Swamps;x
2226;79;255;236;Rhone;x
2227;42;215;198;Rhone;x
2228;224;128;128;Po;x
2229;255;159;159;Po;x
2230;235;165;239;Oder;x
2231;215;57;223;Oder;x
2232;248;112;255;Oder;x
2233;215;152;86;Neman;x
2234;241;190;136;Neman;x
2235;138;87;34;Neman;x
2236;197;65;221;Tigris and Euphrates;x
2237;244;112;232;Tigris;x
2238;159;48;149;Tigris;x
2239;223;101;212;Tigris;x
2240;226;152;239;Euphrates;x
2241;171;73;189;Euphrates;x
2242;223;133;240;Euphrates;x
2243;170;65;211;Euphrates;x
2244;208;140;234;Euphrates;x
2245;3;234;136;Lusatia;x
2246;44;135;23;Kaszuby;x
2247;86;138;151;Chojnice;x
2248;128;141;24;Ostrow;x
2249;170;144;152;Wroclaw;x
2250;2;147;25;Opole;x
2251;44;150;153;Lubliniec;x
2252;86;153;26;Katowice;x
2253;128;156;154;Goralszczyzna;x
2254;122;72;198;Kerewan;x
2255;141;108;191;Charmen;x
2256;104;53;183;Basse Santa Su;x
2257;198;180;226;Mamud Fana;x
2258;159;125;211;Soulabali;x
2259;50;26;87;Tankon;x
2260;149;127;183;Bignona;x
2261;64;19;134;Banjul;x
2262;235;177;202;Dakar;x
2263;191;69;121;Thies;x
2264;111;22;60;Kebemer;x
2265;236;101;158;Saint Louis;x
2266;193;59;116;Makhana;x
2267;87;24;50;Touba;x
2268;219;149;179;Kaolack;x
2269;161;37;90;Toubakouta;x
2270;163;77;114;Tieole;x
2271;113;19;59;Haere Lao;x
2272;224;114;161;Boulel;x
2273;230;133;175;Velingara;x
2274;126;25;68;Kelkome;x
2275;111;64;84;Thilogne;x
2276;213;121;160;Mboune;x
2277;115;28;65;Koumpentoum;x
2278;202;102;145;Tambacounda;x
2279;110;65;84;Gouloumbou;x
2280;217;176;193;Ballou;x
2281;156;77;110;Wassadougou;x
2282;163;52;99;Bankou;x
2283;159;94;122;Salemata;x
2284;213;206;92;Sanela;x
2285;172;167;84;Keniekenieba;x
2286;166;30;11;Santa Cruz;x
2287;149;48;34;Valle Gran Rey;x
2288;197;97;83;La Frontera;x
2289;240;146;133;La Palma;x
2290;36;151;95;Coast of Mediera;x
2291;103;211;159;Atlantic Ocean;x
2292;16;194;64;Coast of the Azores;x
2293;14;231;0;Coast of the Azores;x
2294;169;210;42;Saharan Coast;x
2295;121;156;10;Saharan Coast;x
2296;106;124;49;Sahel Coast;x
2297;198;210;20;Senegalese Coast;x
2298;248;255;139;Sengal Estuary;x
2299;142;112;19;Senegalese Coast;x
2300;207;166;38;Senegalese Coast;x
2301;255;222;118;Guinean Coast;x
2302;18;53;148;Atlantic Ocean;x
2303;28;122;200;Atlantic Ocean;x
2304;26;47;102;Verdean Coast;x
2305;48;83;178;Verdean Coast;x
2306;104;120;164;Verdean Coast;x
2307;233;54;30;Madeira;x
2308;165;29;196;Santa Maria;x
2309;202;87;228;Sao Miguel;x
2310;96;44;107;Terceira;x
2311;143;17;171;Graciosa;x
2312;223;142;241;Sao Jorge;x
2313;157;94;171;Pico;x
2314;168;13;245;Faial;x
2315;185;124;215;Flores;x
2316;54;116;69;Maio;x
2317;12;219;62;Praia;x
2318;66;213;129;Fogo;x
2319;12;152;72;Brava;x
2320;43;211;20;Boa Vista;x
2321;144;246;106;Sal;x
2322;138;194;116;Ribeira Brava;x
2323;175;175;0;Santa Luzia;x
2324;205;205;137;Sao Vicente;x
2325;255;255;82;Santo Antao;x
2326;151;217;192;Bissau;x
2327;80;169;136;Buba;x
2328;212;244;232;Boke;x
2329;70;219;164;Conakry;x
2330;26;130;91;Guinea Islands;x
2331;188;156;57;Gambia;x
2332;162;133;42;Gambia;x
2333;202;223;132;Senegal;x
2334;95;118;20;Senegal;x
2335;134;162;42;Senegal;x
2336;166;193;78;Senegal;x
2337;102;219;175;Telimele;x
2338;25;102;73;Tougue;x
2339;61;176;133;Kindia;x
2340;134;215;184;Kamakwie;x
2341;84;145;122;Mamou;x
2342;112;193;162;Kalia;x
2343;209;167;103;Keur Macene;x
2344;156;112;47;Nouakchott;x
2345;209;157;79;Tekane;x
2346;122;82;23;Bu Tilimit;x
2347;172;118;37;Akjoujt;x
2348;228;162;63;Iouik;x
2349;206;179;140;Bughi;x
2350;158;142;119;Alak;x
2351;182;143;87;Aujift;x
2352;187;134;57;Atar;x
2353;135;92;29;Kaedi;x
2354;102;68;19;Barkijul;x
2355;206;134;27;Kifa;x
2356;228;205;172;Zemzem;x
2357;226;198;157;Sankrafa;x
2358;159;106;25;Tijikja;x
2359;108;71;17;Jraif;x
2360;227;151;111;Reguibat;x
2361;234;176;144;Oulad Delim;x
2362;198;81;144;Larossien;x
2363;229;112;175;Oulad Tidrarin;x
2364;241;190;217;Tekna;x
2365;207;95;155;Kaltat Zammur;x
2366;202;179;49;Kangare;x
2367;138;122;34;Bougouni;x
2368;230;221;97;Diema;x
2369;178;168;25;Mahina;x
2370;224;212;39;Kayes;x
2371;146;122;40;Gogui;x
2372;226;204;128;Ujun al Atrus;x
2373;217;208;179;Tishit;x
2374;207;190;135;Walata;x
2375;87;71;20;Timbadgha;x
2376;229;186;118;Nawazibu;x
2377;22;156;106;Odienne;x
2378;196;248;115;Bobo Dioulasso;x
2379;150;220;38;Dedougou;x
2380;135;200;32;Koudougou;x
2381;87;135;12;Wa;x
2382;178;180;130;Ouahigouya;x
2383;109;167;19;Tamale;x
2384;72;117;0;Yawgu;x
2385;52;78;11;Djougou;x
2386;185;235;105;Tambiga;x
2387;35;54;7;Kaya;x
2388;122;107;21;Sikasso;x
2389;219;197;70;Zangasso;x
2390;224;209;127;Dioila;x
2391;241;232;185;Koutiala;x
2392;191;170;53;Yangasso;x
2393;213;192;71;Bandiagara;x
2394;237;235;134;Niono;x
2395;147;139;19;Banamba;x
2396;213;206;99;Nara;x
